English,Ekegusii
"But tell me, what wages shall I give you? A drachma a day, and those things that be necessary for you, as to my son?","Erio akamoarigania buya akamoteebia “Tobaisa kogechigwa nainche ase engencho nakobooria igoro yabaanto bamino nigo natagete komanya buya mono igoro yororeria rwao, aye n’omwana ominto. Inche nimanyete Anania na Natani abana ba Shemelia barabwo nigo banchete kogenda amo nainche Yerusalemu gosasiima, abanto bamino nabaya mono.”"
"And moreover, if you both return safe and sound, I will add something to your wages.”","Erio Tobiti akagenderera komoteebia, Inche ningoakane engeria yerituko boigo nagoakana chitaabu chinde echio oraganie gokorera kende ase orogendo. Bono nakoboririe ogende n’omwana one,"
"And so they agreed. And he said to Tobias, “Prepare yourself for the journey. May God prosper you.” So his son prepared what was needful for the journey, and his father said to him, “Go with this man; but God, who dwells in heaven, will prosper your journey. May his angel go with you.” Then they both departed, and the young man’s dog went with them.","na mokoirana buya inche ninkomente kende. Rafaeli akamoteebia, “Toba nobwoba kogenda tore na koirana buya enchera tokogenda tebwati mang’ana.” Tiga Nyasae n’omomaika oye babarende naende babairanie buya gocha ase inde."
"But Anna his mother wept, and said to Tobit, “Why have you sent away our child? Isn’t he the staff of our hand, in going in and out before us?","Tobiti akamoteebia oyominto, nakoganeirie ebisio bia Nyasae. Erio akarangeria Tobia akamoteebia, omwana one, beka kera egento keria moraganie ase orogendo erio oimoke aye n’oyomino mogende. Nyasae o igoro abarende abambokie buya na kobairania gocha aa buya. Omomalaika o Nyasae abe nainwe na kobarenda ase enchera. “Magega batarachaka orogendo gochia Media Tobia akanyunyuta ng’ina na ise, erio Tobiti akamoteebia genda buya.”"
Don’t be greedy to add money to money; but let it be as refuse compared to our child.,Erio Anna ng’ina Tobia agachaaka korera agateebia Tobiti “Inki gekogera ogotoma omwana oito gochia aria are? Tomanyeti buna nere togotoma aiga?
For what the Lord has given us to live is enough for us.”,Tobaisa kogania chitaabu mono na kobeeka obogima bw’omwana oito ase akong’u;
"Tobit said to her, “Don’t worry, my sister. He will return safe and sound, and your eyes will see him.",ase engencho obogima obo Nyasae atoire nigo botoisaine.”
"For a good angel will go with him. His journey will be prospered, and he will return safe and sound.”","Tobiti akamoteebia, tokumia omwanchwa, omwana oito nigo aragende ’na koirana buya gocha ase tore. Aye nomorore n’amaiso ao. Aye tokwana kende gose gokumia omomalaika omuya namorende. Omwana oito nigo aragende buya na koirana buya atari na bobe bonde."
"Now as they went on their journey, they came at evening to the river Tigris, and they lodged there.","Bono Anna agatiga korera, erio Tobia akaimoka amo n’esese yaye n’omomalaika oria erio bagachaaka orogendo. Emorogoba eria y’erituko ritang’ani bagaika engegu y’oroche rwa Tigri."
"But the young man went down to wash himself, and a fish leaped out of the river, and would have swallowed up the young man.","Ase emorogoba eria, Tobia akagenda rooche gw’esibia amagoro, erio enswe enene egasoka korwa amache ime egataka komera okogoro okomo gwa Tobia erio ere agaaka eriogi rinene,"
"But the angel said to him, “Grab the fish!” So the young man grabbed the fish, and hauled it up onto the land.",Omomalaika oria akamoteebia “Bwata enswe eyio toyetiga!”
"And the angel said to him, “Cut the fish open, and take the heart, the liver, and the bile, and keep them with you.”","Erio Tobia agatarera enswe eria akayengusa gocha engegu. Omomalaika oria akamoteebia “Tandora enswe eyio orusie omoyo oye, rini, n’enkoro obibeeke ensemo korende chinyama chinde chianda ochitugute, manya ng’a omoyo oyio enkoro n’erini n’eriogo rigiya mono.”"
"And the young man did as the angel commanded him; but they roasted the fish, and ate it. And they both went on their way, till they drew near to Ecbatana.",Tobiti agakora buna Omomalaika oria amotebeetie erio akaroisia ensemo eyemo y’enswe eria bakaria n’ensemo y’ende akayebeeka omonyo akayegacha. Erio bakagenderera orogendo rwabo goika bagaika ang’e na Media.
"The young man said to the angel, “Brother Azarias, of what use is the heart, the liver, and the bile of the fish?”","Tobia akaboria omomalaika oria “Oyominto Asaria inee? Ebinto ebi twarusia ase enswe buna eriogo, marwaire ki bikogwenia?”"
"He said to him, “About the heart and the liver: If a demon or an evil spirit troubles anyone, we must burn those and make smoke of them before the man or the woman, and the affliction will flee.","Omomalaika akamoiraneria akamoteebia, “Enkoro eyio y’enswe oise koyesamba ase omorero erioki riaye nigo rigoseria omoika omobe korwa ase omonto ochandire. Obokong’u obwo nigo borarue aroro toborora naende."
"But as for the bile, it is good to anoint a man that has white films in his eyes, and he will be healed.”",Boigo omoyo noro okorusia ebinto biria ebirabu bire ase amaiso y’omonto oukorete erio onyara korora naende.”
"But when they drew near to Rages,","Ekero baigete ense ya Media ang’e na Ekbatana,"
"the angel said to the young man, “Brother, today we will lodge with Raguel. He is your kinsman. He has an only daughter named Sarah. I will speak about her, that she should be given to you for a wife.","Rafaeli agateeba, oyominto Tobia! Tobia Agaitaba nao inde aa! Omomalaika akagenderera goteeba reero botuko nigo torarare ase enyomba ya Ragueli oyio ore omonto omino, ere nigo abwate omwana oyomo bweka omoiseke okorokwa Sara."
"For her inheritance belongs to you, and you only are of her kindred.",Kobwatekana n’egesaku giaito aye nigo otakeire konywoma Sara erio obe omonyamwando bw’eniibo ya ise.
"The maid is fair and wise. And now hear me, and I will speak to her father. When we return from Rages we will celebrate the marriage; for I know that Raguel may in no way marry her to another according to the law of Moses, or else he would be liable to death, because it belongs to you to take the inheritance, rather than any other.”","Sara nomosubati bw’omokia mono na nigo are omuya mono na ise nigo amwanchete mono. Reero botuko ninkwane na ise anche omonywome, erio ekero torairane gochia inka korwa Rege, togende gokora omoyega bw’enywomo yao. Ragueli takwanga gose tagwanchera mosaacha onde bwensi amonywone ase engencho amachiiko a Musa tari gwanchera mosacha onde bwensi amonyuome otatiga aye. Ase igo goika anche aye omonywome. Bono aye bwata oboseemia bwane. Inche nikwane na Ragueli reero botuko na koroberia amang’ana y’enywomo yao na Sara. Ekero torairane gochia inka korwa Rege togende amo nere."
"Then the young man said to the angel, “Brother Azarias, I have heard that this maid has been given to seven men, and that they all perished in the bride-chamber.","Tobia agateebia Rafaeli, “Inche naigure ayio abanyorete abasacha batano na babere abwo barigetie komonywoma Sara na buna kera oyomo akwete mobasokano ase rituko ri’enywuomo; kera oyomo nigo akwete magega batarara nere."
"Now I am the only son of my father, and I am afraid, lest I go in and die, even as those before me. For a demon loves her, which harms no man, but those which come to her. Now I fear lest I die, and bring my father’s and my mother’s life to the grave with sorrow because of me. They have no other son to bury them.”","Naende naigure ng’a nigo bare goitwa nekerecha. Ekerecha keria nigo giachandete Sara na goita kera omosacha oyio oganetie konywoma Sara. Nigo nairoka ekerecha eke mono. Inyora inche bweka omwana omomoima bw’abaibori baane, ’ng’ise gokwa, abaibori baane nigo barakwe ase engencho y’obororo bw’ogokwa kwane. Barabwo tibabwati mwana onde naende orabatindeke.”"
"But the angel said to him, “Don’t you remember the words which your father commanded you, that you should take a wife of your own kindred? Now hear me, brother; for she will be your wife. Don’t worry about the demon; for this night she will be given you as wife.","Omomalaika akamoiraneria akamoteebia Nigo kwebire amang’ana iso agoteebia? Nigo agoteebia anywome omosubati korwa ase egesaku kiao. Bono aye inyigwe buya, tokumia ase engencho y’ekerecha keria, aye nywoma Sara nimanyete buna reero botuko Ragueli nkogwanchera are onywome Sara."
"And when you come into the bride-chamber, you shall take the ashes of incense, and shall lay upon them some of the heart and liver of the fish, and shall make smoke with them.","Ekero orasoe Nyomba korara, oimokie enkoro eria y’enswe n’omoyo obibeeke ase ubani eria egwoka;"
"The demon will smell it, and flee away, and never come again any more. But when you go near to her, both of you rise up, and cry to God who is merciful. He will save you, and have mercy on you. Don’t be afraid, for she was prepared for you from the beginning; and you will save her, and she will go with you. And I suppose that you will have children with her.” When Tobias heard these things, he loved her, and his soul was strongly joined to her.",erio erioki riaye risoe enyomba yonsi. Ekerecha keria ekero keratiokerere erioki riria nigo keratame chimbero tikeirana ase Sara naende.
"They came to Ecbatana, and arrived at the house of Raguel. But Sarah met them; and she greeted them, and they her. Then she brought them into the house.","Ekero Tobia n’momalaika Rafaeli basoete ase omochie bw’Ekbatana, Tobia agateebia Rafaeli, “Oyominto Asaria, ng’ire riimo rioka goika ase oyominto Ragueli.” Omomalaika oria akamoira rimo rioka goika ase enyomba ya Ragueli, bakanyora Ragueli oikaransete ange n’egesieri kegochia mwaye. Barabwo bakamokwania, nere agaitaba erio akabaarigania bagasoa nyomba mwaye."
"Raguel said to Edna his wife, “This young man really resembles Tobit my cousin!”","Ragueli agateebia mokaye Edina, rora omomura oyo buna abwekaine oyominto Tobiti!"
"And Raguel asked them, “Where are you two from, kindred?” They said to him, “We are of the sons of Naphtali, who are captives in Nineveh.”",Edina akababoria ase bakorwa nabarabwo bakairaneria “Intwe n’ebegesaku kia Nafutali korende bono nigo tore ase obosomba ase ense ya Ninawi aria ase omochie bw’Ashuru”
"He said to them, “Do you know Tobit our brother?” They said, “We know him.” Then he said to them, “Is he in good health?”",Edina akababoria Inee ’momanyete momura ominto Tobiti? Barabwo bakairaneria “Ee ntomomanyete mono.” Erio ere akababoria “Inee? Mbuya are?”
"They said, “He is both alive, and in good health.” Tobias said, “He is my father.”","Bakairaneria mbuya are, erio Tobia akamenta goteeba “Tobiti ’Tata ominto.”"
"And Raguel sprang up, and kissed him, wept,","Ekero Ragueli aigwete bo, akaimoka akamonyunyuta Tobia erio akaiyeria amariga y’omogooko."
"blessed him, and said to him, “You are the son of an honest and good man.” When he had heard that Tobit had lost his sight, he was grieved, and wept;","Agateeba, “Nyasae agosesenie omwana one Iso nomonto omuya bw’amasikani. Nogokumia buna omonto omuya buna ere bono obeire omouko!” Erio akabwata Tobia na agetinyia amariga."
"and Edna his wife and Sarah his daughter wept. They received them gladly; and they killed a ram of the flock, and served them meat. But Tobias said to Raphael, “Brother Azarias, speak of those things of which you talked about in the way, and let the matter be finished.”","Boigo na Edina akarera. Tobiti boigo na mosubati oye Sara nabarabwo bakarera Tobiti. Bono Ragueli akabaarigania ase omogooko, Tobia na Rafaeli akabanyenyera emingichi. Ekero abageni bakorete gwesibia ne chinsa chi’endagera chigaika, Tobia akamoteebia Rafaeli, “Aye oyominto Asaria bono togonteberia Ragueli ange mosubati ominto Sara?”"
"So he communicated the thing to Raguel. Raguel said to Tobias, “Eat, drink, and make merry:","Ragueli agatebeia Tobia “Karie, kanyue na kogoka;"
for it belongs to you to take my child. However I will tell you the truth.,"monto onde bwensi taiyo ore nobosibore bwokonywoma Sara otatiga aye bweka. Inche tindi n’bosibore bwokomorwa ase monto onde kobwatekana n’ogochika, aye naye ore omonto oime mono. Korende goika ngonteebie ekeene omwana one."
"I have given my child to seven men of our relatives, and whenever they came in to her, they died in the night. But for the present be merry.” And Tobias said, “I will taste nothing here, until you all make a covenant and enter into that covenant with me.”","Namonywomeirie abasacha batano na babere na bonsi nabegesaku giaito korende kera oyomo nigo arenge gokwa rituko riria ri’enyuomo magega bataragenda nere. Ase igo bono omwana one, karie na konywa.” Tobia akamoteebia, “Tindigeti koria gose konywa goika aye gwakoriire amang’ana ane.”"
