English,Kiswahili,Ekegusii,Domain
An association in Kenya (AMS) 2023-2032 focuses on the use of digital technology in improving productivity in markets for small scale farmers.,N/A - Pending Fine-Tuned Model Inference,Ekeombe gia Kenya ekio kerengete emeroberio yoboonia (AMS) 2023-2032 nkworokereria kere buna okoreng'ania obokoreri bwegedichitari na etekinorochia erio kwangoyia ogosoa echiro ase abaremi bemogondo emeke.,Agriculture
Garissa County: Drought Early Warning Bulletin for August 2023,Kaunti ya Garissa: Taarifa ya Onyo la Mapema kuhusu Ukame kwa Agosti 2023,N/A - Pending Fine-Tuned Model Inference,Disaster/Health
"Kenya - Floods (CatNat, media, NOAA-CPC) (ECHO Daily Flash of 26 March 2024)","Kenya - Mafuriko (CatNat, vyombo vya habari, NOAA-CPC) (ECHO Daily Flash ya 26 Machi 2024)",N/A - Pending Fine-Tuned Model Inference,Disaster/Health
"The Ministry of Health has launched a marathon on HIV AIDS in the month on 1 of December, aimed eliminating the disease by 2030",N/A - Pending Fine-Tuned Model Inference,"Ewizara ya obochenu yachakirie chimbero chia Marathoni chia oborwaire bwenyamoreo chirakoreke omotiènyi o'ikomi na kabere, etariki eyemo, erengete gosiria oborwaire egoka omwaka 2030",Health
Epidemiological impact and cost-effectiveness analysis of COVID-19 vaccination in Kenya,Athari za janga na uchanganuzi wa ufaafu wa gharama wa chanjo ya COVID-19 nchini Kenya,N/A - Pending Fine-Tuned Model Inference,Disaster/Health
Ministry of Education partners with universities to sponsor national math olympiads for gifted students in secondary schools.,N/A - Pending Fine-Tuned Model Inference,Eminisitiri yechisemi nkobwatana ere nechiyunifasiti nkorwa bare chibesa nebiganeirie ase abana bechisekenderi baria bare nebiegwa ase chisabu gokoamererania nabande korwa isiko.,Education
Kenya: Registered refugees and asylum-seekers (as of 31 August 2024),Kenya: Wakimbizi waliosajiliwa na wanaotafuta hifadhi (kuanzia tarehe 31 Agosti 2024),N/A - Pending Fine-Tuned Model Inference,Disaster/Health
"Kenya: Research Terms of Reference - Joint Market Monitoring Initiative RCID KEN 2207 (June 2022, V1)","Kenya: Sheria na Masharti ya Utafiti - Mpango wa Pamoja wa Ufuatiliaji wa Soko RCID KEN 2207 (Juni 2022, V1)",N/A - Pending Fine-Tuned Model Inference,Disaster/Health
Baringo County: Drought Early Warning Bulletin for October 2023,Kaunti ya Baringo: Taarifa ya Onyo la Mapema kuhusu Ukame kwa Oktoba 2023,N/A - Pending Fine-Tuned Model Inference,Disaster/Health
State Department for  Technical Vocational Education and Training,Idara ya Jimbo kwa Elimu na Mafunzo ya Ufundi Stadi,N/A - Pending Fine-Tuned Model Inference,General
Farmers and business people in Asia-Pacific have progressed their agriculture Through digital technology. IFSD and Grow Asia they recently released...,N/A - Pending Fine-Tuned Model Inference,Abaremi na abanyabiasara boboremi as ense ya Asia-Pacific bagendereirie oboremi bwabo goetera enchera yegetekinorogi yegechidichitari. IFAD na Grow Asia bwango iga mbasogetie a ...,Agriculture
National Counter Terrorism Centre organized a five day workshop to contextualize a national manual on gender mainstreaming in counter terrorism.,N/A - Pending Fine-Tuned Model Inference,Ekeombe keria ekenene gekorwania obokebago bwokoruta chipomu (NCTC) nkiaroberetie ogasanga amo kwegera komanya egetabu gekworokia buna okobwaterana na banto bechingencho ao ao nobomanyi bwabo erakonye korwania obokebago bwokoruta chipomu.,Security
"With no transport available and a six-hour journey on foot to reach care, she had no choice but to give birth at home, assisted only by a traditional birth attendant.","Kwa kuwa hakukuwa na usafiri na mwendo wa saa sita kwa miguu kufika kwenye huduma, hakuwa na budi ila kujifungulia nyumbani, akisaidiwa na mkunga wa jadi pekee.",N/A - Pending Fine-Tuned Model Inference,Disaster/Health
"CPA JOHN MBADI NG’ONGO, EGH CABINET SECRETARY PUBLIC NOTICE INVITATION TO SUBMIT COMMENTS, VIEWS AND MEMORANDA ON POSSIBLE AREAS FOR AMENDMENTS TO THE PUBLIC PROCURMENT AND ASSET DISPOSAL ACT 2015","CPA JOHN MBADI NG’ONGO, EGH KATIBU WA BARAZA LA MAWAZIRI TAARIFA KWA UMMA KUWASILISHA MAONI, MAONI NA KUMBUKUMBU JUU YA MAENEO YANAYOWEZEKANA KWA MABADILIKO YA SHERIA YA MANUNUZI NA UTUMAJI WA MALI YA UMMA 2015.",N/A - Pending Fine-Tuned Model Inference,Governance
KNEC begins pilot rollout of e-assessment systems in selected primary schools to improve evaluation methods.,N/A - Pending Fine-Tuned Model Inference,Amatemwa esekenderi KNEC giansire korenga chisukuru nke chiachoretwe goikerania okorengwa gwechisukuru.,Education
"World Accounty, through its company incharge of distribution of drugs and other medical gadgets, is distributing nets in various counties in Kenya with high malaria burden",N/A - Pending Fine-Tuned Model Inference,"Ekegancha gi'ense, goetera ase ekampuni y'okobaga amariogo amo na ebinto ao ao bi'oborwaria, nkobaga kere chineti ase chinsemo ao ao chi'Ense ya Kenya chiria chibwate Esosera kera engaki .",Health
TSC launches comprehensive digital literacy training program for all teachers to improve ICT integration.,N/A - Pending Fine-Tuned Model Inference,Ekeombe ekene kia abarimu (TSC) giansire omoroberion omoikeranu igoro yechisemi chiegedichitari goetera kwegeria abarimu bionsi bobwatania amasomo etekinorochia yamangana na koererania ICT.,Education
"CLUSTER/ SECTOR MINISTRIES, DEPARTMENTS AND AGENCIES Date for Submission Time for submission VENUE FOR SUBMISSION Kenya Veterinary Vaccines Promotion Institute 19.08.2024 9:30 a.m. - 10:00 a.m.","WIZARA/ SEKTA WIZARA, IDARA NA MAWAKALA Tarehe ya Kuwasilisha Muda wa kuwasilisha ENEO LA KUWASILISHA Taasisi ya Kukuza Chanjo za Mifugo Kenya 19.08.2024 9:30 a.m. - 10:00 a.m.",N/A - Pending Fine-Tuned Model Inference,Health
Embu (Mbeere) County: Drought Early Warning Bulletin for May 2024,Kaunti ya Embu (Mbeere): Taarifa ya Onyo la Mapema kuhusu Ukame ya Mei 2024,N/A - Pending Fine-Tuned Model Inference,Disaster/Health
Summary of UN counter terrorism strategies focusing on terrorism financing and international threat prevention.,N/A - Pending Fine-Tuned Model Inference,Okorora okweng'e nemeroberio yobomo bwa Boraya (UN) bwogokinana nobokebago bwokoruta chipomu na gotanga baria bakoa ebibago chibesa gokora obokebago bwabo erio gotanga okogoswa korwa isiko.,Security
"16 million children protected in Kenya's measles, rubella and typhoid vaccination campaign","Watoto milioni 16 wanaolindwa katika kampeni ya chanjo ya surua, rubela na typhoid nchini Kenya",N/A - Pending Fine-Tuned Model Inference,General
Building resilience in Dadaab: workshop builds capacity of local leaders to tackle urban risks,Kujenga ustahimilivu katika Dadaab: warsha hujenga uwezo wa viongozi wa mitaa kukabiliana na hatari za mijini,N/A - Pending Fine-Tuned Model Inference,Disaster/Health
"Kiosks of Mombasa Covid 19: Testing kiosks without toutching is implemented in 6 elective counties in which there is no physical contact with the doctor and the patient. These kiosks test safely and with security, very fast and in plenty. These kiosks are build in this areas have become game changer",N/A - Pending Fine-Tuned Model Inference,Ebisa bia Mombasa Covid-19: Ebisa biogopimwa otari gokunwa nkoenanu bire ase amajimbo 6 y’obochori. Ebisa tibibwati gokunana konde gwonsi gati y’omonyagitari amo n’omorwaire. Ebisa ebi nigo bigoanchera ogopimwa kobwate oborendi naende kwa bwango na obonge. Ebisa ebi biroseiri ime y’ensemo eyio biarokirie obokoreri oboyia.,Health
"Acceptance of climate smart agriculture (CSA). For example, when trying smart farming alongside weather understanding for a long period,inheritance land security is important.",N/A - Pending Fine-Tuned Model Inference,"Ogoitabeka kwoboremi bokogenda nerire (CSA). Buna ekiorokererio, buna ogotema oboremi obuya werire bogendererete cgokorwa neganeirie ogotugekwa ogotambe, na amachiko amaya igoro yobteneneri bwemegondo ase gokomboa emegondo...",Agriculture
Garissa County: Drought Early Warning Bulletin for July 2023,Kaunti ya Garissa: Taarifa ya Onyo la Mapema kuhusu Ukame kwa Julai 2023,N/A - Pending Fine-Tuned Model Inference,Disaster/Health
Situation Update: Escalating Malnutrition and Acute Food Shortage in Kenya’s ASAL Counties Amid Worsening Drought: Urgent Multisectoral Action Needed to Save Lives (18th February 2026),Sasisho la Hali: Kuongezeka kwa Utapiamlo na Uhaba Mkali wa Chakula katika Kaunti za ASAL nchini Kenya Huku Kukiwa na Ukame Unaozidi: Hatua za Haraka za Sekta Mbalimbali Zinahitajika ili Kuokoa Maisha (18 Februari 2026),N/A - Pending Fine-Tuned Model Inference,Disaster/Health
"The launch of digital coordination for farmers, schools and traders in leveraging feeding in school openly",N/A - Pending Fine-Tuned Model Inference,"Ogochakigwa kwa oboereri ase dichitol kobwatani abaremi, chisukuru na abaonchoreria kobeka teneni okoragera okuya ase chisukuru",Health
"The Ministry of Education, State Department for Higher Education and Research is in the process of recruitingchairpersons and members of councils of public universities and constituent colleges.","Wizara ya Elimu, Idara ya Jimbo la Elimu ya Juu na Utafiti inaendelea na mchakato wa kuajiri wenyeviti na wajumbe wa mabaraza ya vyuo vikuu vya umma na vyuo vikuu.",N/A - Pending Fine-Tuned Model Inference,General
Tana River County: Drought Early Warning Bulletin for February 2024,Kaunti ya Tana River: Taarifa ya Onyo la Mapema kuhusu Ukame kwa Februari 2024,N/A - Pending Fine-Tuned Model Inference,Disaster/Health
"Hand washing, sanitizing, where possible, maintaining social and physical distance, should become part of our daily lifestyles. #KomeshaCorona.","Kuosha mikono, kusafisha, inapowezekana, kudumisha umbali wa kijamii na kimwili, inapaswa kuwa sehemu ya maisha yetu ya kila siku. #KomeshaCorona.",N/A - Pending Fine-Tuned Model Inference,Public Health
"The prefernce of people dying from malaria has reduced more tha its preference before the outbreak of Covid 19, WHO has confirmed Wednesday, but has appealed to expedite the fight against disease, tha caused 97,000 people to lose their life last year.",N/A - Pending Fine-Tuned Model Inference,"Ogosiri obogima goetera ase oborwaire bw'Esosera gwakeire goikera ekerengo kiarenge nyuma ya Ogoateka gwa COVID-19, WHO yatebete rituko ria tichi gatato, korende gekagania amagenderero abwango korwania endwari eye, yagerete abanto 597,000 gosiria amagima abo,omwaka oera.",Health
"The Salvation Army response to unexpected flooding in Turkana, northern Kenya","Jeshi la Wokovu likikabiliana na mafuriko yasiyotarajiwa huko Turkana, kaskazini mwa Kenya",N/A - Pending Fine-Tuned Model Inference,Disaster/Health
Youth Agenda mentors youth on governance and civic duty.,N/A - Pending Fine-Tuned Model Inference,Baria bagokonya abasae ase ebirengererio biabo ase obogambi nebi babwenerete gokora.,Education
The best method of harvesting and storage is vital in safeguarding sweet potatoes . Laern on best practices of selecting best potatoes and preserving them.,N/A - Pending Fine-Tuned Model Inference,"Enchera engiya yokesa na kogach rigesa nobwenencho ase okorenda oboikeranu bwamarabwoni ao. Egera igoro yengencho engiya yogochora amarabwoni, koyabera ebirengo na buna okoyagacha.",Agriculture
Makueni County: Drought Early Warning Bulletin for August 2024,Kaunti ya Makueni: Taarifa ya Onyo la Mapema kuhusu Ukame kwa Agosti 2024,N/A - Pending Fine-Tuned Model Inference,Disaster/Health
Ministry announces new school calendar for 2025.,N/A - Pending Fine-Tuned Model Inference,Eminisitiri yararie omoroberio omoyia bwamasomo ase omwaa 2025.,Education
"Kenya - Landslide (CatNat, media, KMD) (ECHO Daily Flash of 3 November 2025)","Kenya - Maporomoko ya ardhi (CatNat, media, KMD) (ECHO Daily Flash ya 3 Novemba 2025)",N/A - Pending Fine-Tuned Model Inference,Disaster/Health
NCTC conducted training for county officials on raising public awareness and preventing radicalization.,N/A - Pending Fine-Tuned Model Inference,Ekeombe keria ekenene gekorwania obokebago bwokoruta chipomu (NCTC) ngiasometie abarai bechikaonti buna baramanyie abanto babo buna baranyare gotanga amasomo ogsaria abanto ebirengererio.,Security
Kenya: abductions of citizens suspected of involvement in protests violate human rights,Kenya: utekaji nyara wa raia wanaoshukiwa kuhusika na maandamano unakiuka haki za binadamu,N/A - Pending Fine-Tuned Model Inference,Disaster/Health
Call 719 for professional advice and information if you think you may have been exposed to COVID-19. #KomeshaCorona updates.,Piga 719 kwa ushauri na maelezo ya kitaalamu ikiwa unafikiri kuwa unaweza kuwa umeambukizwa COVID-19. #KomeshaCorona sasisho.,N/A - Pending Fine-Tuned Model Inference,Public Health
"KICD releases digital textbooks adapted for learners with special educational needs, including audio and braille format.",N/A - Pending Fine-Tuned Model Inference,"Ekeombe keria getenerete buna amasomo akorosigwa (KICD) nkorwa kere ebetabi biogosoma biegedichitari birengete abana baria abaremaru, amo namasomo ase ogokwana na biria bia abana batari korora.",Education
"Creating awareness through the web and education on different foods, will be helpful for community health workers in assisting their people",N/A - Pending Fine-Tuned Model Inference,"Okomanyia igoro yechindagera ao ao chireo goetera omotandao amo namosomo, mbikonye abakoreri bobobwenia banka erio kobakonya ase ogotebereria aabande",Health
"Principal Secretary, State Department for Technical, Vocational Education and Training","Katibu Mkuu, Idara ya Jimbo la Ufundi, Elimu ya Ufundi na Mafunzo",N/A - Pending Fine-Tuned Model Inference,General
"Kenya and the U.S. signed a partnership to strengthen border surveillance, intelligence sharing, and law-enforcement training.",N/A - Pending Fine-Tuned Model Inference,"Kenya amo neserikari ya America baigwanire kobwaterana erio gokong'ia obomongeri bwechinsinyo chiato, koererania obutuki, na amasomo buna amachiko agokora emeremo.",Security
World Vision Kenya Annual Report 2021,Ripoti ya Mwaka ya World Vision Kenya 2021,N/A - Pending Fine-Tuned Model Inference,Disaster/Health
KICD explores ways to integrate indigenous knowledge and practices into the school curriculum.,N/A - Pending Fine-Tuned Model Inference,Ekeombe keria getenerete buna amasomo akorosigwa (KICD) nkorigia kere chinchera chiokobwatania chisemi chiokoiborwa na gokorera amo gochia amasomo ari agasomigwa chisukuru.,Education
