English,Ekegusii,Domain,dup_target,encoding_ok
"Conserve biodiversity on your farm by protecting native plants, creating wildlife corridors, and using diverse crop/livestock varieties.","Kora oboremi boria bokorenda gose kogesam amakonde ase riroba aria okorosia obotobu, korenda emete yekienyeji, gitera ebimeri biao tibisarigwa netugo gose chingiti chinde chiorosana, burukania ebimeri mogondo gose gotuga etugo ao ao.",Agriculture,True,True
Youth Agenda mentors youth on governance and civic duty.,Baria bagokonya abasae ase ebirengererio biabo ase obogambi nebi babwenerete gokora.,Education,False,True
"Let's avoid sharing propaganda, unverified information, and graphic images in order not to add to the distress of the affected.","Totige korandarandia amangana yoborimo, amangana ataramanyekana boronge, amo nechibicha erio titoba abakogesa obororo ase baria bare nobokong'u.",Security,False,True
Keep learning! Enroll in schools despite drought challenges.,Genderera gosoma! Soa chisukuru nonya obokongu bweguragura boreo.,Education,False,True
The best method of harvesting and storage is vital in safeguarding sweet potatoes . Laern on best practices of selecting best potatoes and preserving them.,"Enchera engiya yokesa na kogach rigesa nobwenencho ase okorenda oboikeranu bwamarabwoni ao. Egera igoro yengencho engiya yogochora amarabwoni, koyabera ebirengo na buna okoyagacha.",Agriculture,True,True
Every child learns! Support refugee students in schools.,Kera omwana ngosoma are! Konya abana ba baria batamire chisegi korwa sobo gosoa chisukuru.,Education,False,True
APS outlines community‑policing & conflict resolution functions,Abasikari bobokoreri (APS) baeire abarendi boborendi buna babwenerete gokora mechando ende meke goetera chinkwana erio gokora eminano.,Security,False,True
Ministry announces new school calendar for 2025.,Eminisitiri yararie omoroberio omoyia bwamasomo ase omwaa 2025.,Education,False,True
NCTC conducted training for county officials on raising public awareness and preventing radicalization.,Ekeombe keria ekenene gekorwania obokebago bwokoruta chipomu (NCTC) ngiasometie abarai bechikaonti buna baramanyie abanto babo buna baranyare gotanga amasomo ogsaria abanto ebirengererio.,Security,False,True
ODM Leader Raila Odinga urges residents of Migori County to register as party members.,omorai bw'ekiama gia odm Raila odinga obasemirie abamenyi bekaunti ya migori kwerikia buna abanyene ekiama.,Governance,False,True
"KICD releases digital textbooks adapted for learners with special educational needs, including audio and braille format.","Ekeombe keria getenerete buna amasomo akorosigwa (KICD) nkorwa kere ebetabi biogosoma biegedichitari birengete abana baria abaremaru, amo namasomo ase ogokwana na biria bia abana batari korora.",Education,False,True
The rapid penetration and development of digital technologies has the potential to revolutionise the ways in which poor farmers receive and exercise information ...,Gosoa bwango na kogendereria tekinorochia yegedichitari nere nechinguru chiokorenta ogoonchoreria chingencho buna abaremi abataka bakonyora na gotumia amang'ana ...,Agriculture,True,True
"Creating awareness through the web and education on different foods, will be helpful for community health workers in assisting their people","Okomanyia igoro yechindagera ao ao chireo goetera omotandao amo namosomo, mbikonye abakoreri bobobwenia banka erio kobakonya ase ogotebereria aabande",Health,False,True
Education for all! Enroll in mobile schools in pastoralist regions.,Chisemi ase bonsi! Erike ase omoroberio bwogosoma goetera chisimi giose chikombiuta ase abatugi bari bakong'anyang'anya.,Education,False,True
Stay updated on the latest research findings from Egerton University on topics like new crop varieties relevant to your dairy farming.,Tigara kiomanyete igoro yobokongoase ebirenga ebiyia yembusuro enyia ebwenerete oboremi bwao bwetugo yamabere.,Agriculture,True,True
"After the 2015 Garissa University attack, authorities increased security and encouraged vigilance in learning institutions.","Ekero eyunifasity ya Garissa yasaganetwe nobokebago bwogoakwa epomu, abarai mbagesete oborendi na gosegeta obomongeria ime yechisukuru.",Security,False,True
"Kenya and the U.S. signed a partnership to strengthen border surveillance, intelligence sharing, and law-enforcement training.","Kenya amo neserikari ya America baigwanire kobwaterana erio gokong'ia obomongeri bwechinsinyo chiato, koererania obutuki, na amasomo buna amachiko agokora emeremo.",Security,False,True
National Assembly Speaker Moses Wetang'ula urges county governments to support the government's push to have Kenyans register for SHA.,omonogeri ase bunged enene yense Moses wetangula orure okoboria gochia ase chiserekari chiechikaunti koenekia ng'a abanto bonsi kwerikia ase omoroberio bw'obobwenia SHA,Governance,False,True
KICD explores ways to integrate indigenous knowledge and practices into the school curriculum.,Ekeombe keria getenerete buna amasomo akorosigwa (KICD) nkorigia kere chinchera chiokobwatania chisemi chiokoiborwa na gokorera amo gochia amasomo ari agasomigwa chisukuru.,Education,False,True
"Gender-based violence reporting desks established in 1,000 schools.","Ensemo yokomanyia igoro yogochegigwa (GBV) chiabekirwe ime yechisukuru 1,000.",Education,False,True
KEBS with the Ministry of Health in joint have has announced that they are formulating a policy in which salt with iron in abid to prevent its imballance,KEBS na Ewizarà yà obochenu ase obwamo bararirie korosia amachiko ase omonyo obwate amadini echuma erio gotanga oboremeru bwaye,Health,False,True
The government advises motorists to remain vigilant about to promote accountability.,Eserekari yarure okoboria ase abarundia koba maiso erio gokinia oboene nobwasioku ase obokoreri.,Governance,False,True
IEBC targets 80% youth voter turnout through campus outreach.,Ekeombe keria ekenene getenererete chikura (IEBC) nkerengete 80 ase emia goikera abasae buna abaaki chikura goetera omorobroberio bwokobaikera chiyunifasi chiabo.,Education,False,True
"Kwale Governor Fatuma Achani has urged residents across Kwale County, especially those living in arid areas of Kinango, Samburu, and Lungalunga, to plant more trees as a way to combat the ongoing drought affecting those regions.","omogabana okwale Fatuma Achani orure okoboria ase abamenyi ime ya kwale kobuq mono abamenyete ase nchinsemo chieroro buna, kinango, Samburu amo na Lungalunga basimeke emete buna enchera eyemo yogokeyia eguragura eyuo echandete chinsemo echuo.",Governance,False,True
Flood emergency: Schools in 10 counties to remain closed until further notice!,Emeroberio yemebasekano: Ogokurera gochia chisukuru 10 ime yechikaonti ng'a nchitigare chisiekire ase engaki etamanyekaini!,Education,False,True
Promote peace education in conflict areas 2025.,Segeta chisemi igoro yomorembe aria ase chisegi chigendererete omwaka 2025.,Education,False,True
Taking stock of IFAD's digital agriculture efforts in the Asia-Pacific region. Digital agriculture is an indispensable part of strengthening food systems.,Gokora omobaro IFAD' asogotema kwegedichitari aaria orongo rwa Asia-Pacific. Oboremi bwegedichitari nabwo bobwenerete buma enchera eyemo gogokonyia omoigoto.,Agriculture,True,True
The Kenya Livestock Identification and Traceability System assigns herd numbers and ear tags to support theft prevention and disease control.,"Omoreoberio o'Kenya komanya etugo, na komanya ase yarwete ngosambereria ore chiombe chinamba gose gochikera chinamba ase amato buna enchera yogotanga oboibi.",Security,False,True
UoN study in Ruai Township demonstrates improved trust and citizen police collaboration after COP rollout,Amasomo akoretwe neyuniofasiti ya nairobi (UoN) aaria etaoni ya Ruai nkorwokia are buna okwegenana kwamentire gati yabanto nabasikari ase okobwaterana komoroberio bokobwaterana nogokorera nabarendi boborendi bwenyoro (COP),Security,False,True
Interior CS announced reforms to strengthen security leadership.,Omominisita bwoborendi bwa ime nararetie oboonchoreria gokongia oborai bwoborendi.,Security,False,True
"The launch sports in school fields, so as to promote rest, and to eliminate mosquitoes from biting children","Ugochakigwa ase ebitii biechigosori biechisukuru, erio gosegeta ogotimoka, na gokeani chiumbu chimbe ase abana",Health,False,True
Download KJSEA sample papers from CBA portal now.,Nyora ebikworokereria amatemwa amatemwa esekenderi ya inse (KJSEA) korwa ekeombe keria keyatenenerete gia (CBA) bono.,Education,False,True
Support teacher promotions 2020.,Sira ogokinigwa ebirogo omwaka 2020.,Education,False,True
Tune in to EduTV daily 8–10 AM for CBC lessons.,Beka eredio gose Etibi - EduTV kera rituko gochakera chinsa 2 goika chinsa 4 chia mambia otegerere amasomo CBC.,Education,False,True
Never leave children alone in vehicles - temperatures rise dangerously fast.,Totiga abana boka erori ime - riberera ime yorori nigo rikomenta bwango.,Security,False,True
Support mobile legal aid and educational outreach for rural or marginalized communities.,"Sira emeroberio ekerota obokonyi ase ebinyoro bia baria batigarete magega na batari kwenyara na baria bachayire na batari konyara goakana abagambi ebina babagambere obokong'u bwabo, ase okobaika ang'e korwanerera oboronge bwabo, na kobasomia oboronge bwabo.",Security,False,True
"Brief bulletin from Agriculture: vision on procedures of clean farming in Kenya (CSA) 2017-2027 ni:progressive agriculture that maneuvers weather patterns, and low carbon production that affects climate change, to ensure food security and supporting government plans nationally. The main context is to enable transformative agriculture, which adds to inhibitions and production of bad emissions. Main aim of thus is to build resiliency and reduce ga s emission from earth and livestock, reduce production costs and firtify food intake for better livelihoods.","Eminisitruri yoremi na okogendereria etugo Amangana Ameng'e: Ekerenga kiamotwegia gia'Kenya ase ensemo yoboremi aboikeranu na buna ayio araikerwe (CSA) 2017 – 2026 nigo: oboremi bokonyara korenereria ogoonchoreria kwerire, gokenia embeo eria egosaria rire na kogendera kwamia endagera ase okogenderera sbuna omoroberio okoenekia omoigoto bwendagera gokonya emeroberio yeserikari ya magenderero. Engencho yaye nokorora ng'a oboremi oboremi nerisa bigese ebitokiy, biangoyie ogwekomereria and gokeania embeo eria egosaria rire. Ekerenga ekene nkeria nkeria giokwoagacjha oboremereria na gokeyia embeo eria egosaria rire kor ase oboremi botabwenereti erio kwangoyia omoigoto nendagera eria ebwenerete ase ekoagacha omobere na gokinia ebitoki.",Agriculture,True,True
"The former senator has called upon the residents to vote for leaders from the sub-county, constituency, and county levels under the DCP party in the 2027 general elections.","omoseneta omokoro obaboririe abamenyi gochora abarai bonsi korwa egenka, chikaunti amo neserekari enene goetera ekiama giaDCP.",Governance,False,True
NCIC trains local mediators for conflict resolution.,Ekepmbe giokoegerera abanto komenya amo buna abanto abamo (NCIC) ngosomia ere ababwatania bomorembe gose chinkwana chiokoreta omorembe.,Education,False,True
"TSC promotes 16,000 teachers to senior grades.","Ekeombe ekene kia abarimu (TSC) giakinirie abarimu 16,000 tgochia ebiredi biaigoro.",Education,False,True
(EACC) urges Kenyans to be vigilant and avoid falling prey to fraudsters issuing fake integrity clearance letters at a fee,EACC yasegetire abakenya koba maiso na gwetanga korwa abakurumi bakorwa amauko yoborimo ase ebesa,Governance,False,True
"The Ministry of Health has issued warning through SMS to people concerned that, when food exeeds sugar, salt and fat levels is dangerous","Ewizara ya obochenu yarure ogokurerwa goetera SMS ase abànto, ekero endagera egetumana ebirengo bia esukari/ omonyo/ amaguta",Health,False,True
The Kenya Institute of Curriculum Development revised TVET curricula to align with industry needs for the 2019/2020 academic year.,Ekeombe keria getenenerete korosia amasomo nebigosomigwa (Kenya Institute of Curriculum Development) gianhioreirie keboyia amasomo yomwaka bamasomo a TVET korengana nokogania nokogania gwechifakitori omwaka 2019/2020.,Education,False,True
